Name,Review,Genre,Tags,Developer,Publisher,Price,release_date,Total Number Of Reviews
A Castle Full of Cats,Overwhelmingly Positive,"['Adventure, Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Devcats,Devcats,1.6,2022-11-09,2540
AI: Art Impostor,Mixed,"['Casual, Simulation, Early Access']","['Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']",Pocketpair,Pocketpair,2.99,2022-11-03,363
Car Mechanic Simulator 2018,Very Positive,"['Racing, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",Red Dot Games,PlayWay S.A.,10.49,2017-07-28,43738
Splatter,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",Rat King Collective,Catbird Soft,6.49,2022-12-15,121
MMORPG Tycoon 2,Very Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Cloud']",VectorStorm Pty Ltd,VectorStorm Pty Ltd,24.99,2020-01-06,2398
Academia : School Simulator,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Squeaky Wheel Studio Inc,Paradox Interactive,11.99,2017-09-08,2442
The Slormancer,Very Positive,"['Action, Adventure, Indie, RPG, Early Access']","['Single-player', 'Steam Cloud']",Slormite Studios,Slormite Studios,14.99,2021-04-06,3796
Tales of Maj'Eyal,Overwhelmingly Positive,"['Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud']",Netcore Games,Netcore Games,6.99,2012-12-31,5127
WW2 Rebuilder,Very Positive,"['Action, Adventure, Casual, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Madnetic Games,Madnetic Games,19.99,2023-01-16,929
Trailer Park Boys: Greasy Money,Very Positive,"['Casual, Free to Play, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",East Side Games,East Side Games,0.0,2018-02-15,1326
Valkyrie of Phantasm,Very Positive,"['Action, Indie, Early Access']","['Single-player', 'Online PvP']",AREAZERO,PLAYISM,6.79,2022-10-23,465
XCOM®: Chimera Squad,Mostly Positive,['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Remote Play on Tablet']",Firaxis Games,2K,19.99,2020-04-24,19010
The Gunk,Very Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Image & Form Games,Thunderful Publishing,12.49,2022-04-29,795
Prince of Persia®: The Sands of Time,Very Positive,"['Action, Adventure']",['Single-player'],Kudosoft,Ubisoft,7.99,2003-12-02,3356
Door Kickers,Very Positive,"['Action, Indie, Simulation, Strategy']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play Together']",KillHouse Games,KillHouse Games,10.49,2014-10-20,7651
The Golf Club,Mixed,"['Simulation, Sports']","['Single-player', 'Includes level editor']",HB Studios,HB Studios,29.99,2014-08-19,972
Desperados III,Overwhelmingly Positive,['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",Mimimi Games,THQ Nordic,18.99,2020-06-16,8821
Rogue: Genesia,Very Positive,"['Action, Casual, RPG, Strategy, Early Access']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",Huard Ouadi,iolaCorp Studio,4.99,2022-09-19,4704
Just Dance 2017,Mostly Positive,['Casual'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'In-App Purchases', 'Remote Play Together']",Ubisoft Paris,Ubisoft,39.99,2016-10-27,1818
My Girlfriend’s Special Place,Very Positive,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",feng,Sekai Project,6.39,2023-03-13,76
I Walk Among Zombies Vol. 3,Very Positive,['Adventure'],['Single-player'],Seacoxx,Sekai Project,3.99,2020-12-15,227
Nancy Drew®: Ghost of Thornton Hall,Very Positive,['Adventure'],['Single-player'],"HeR Interactive, Inc.",HeR Interactive,19.99,2013-05-14,232
F.E.A.R. 3,Mostly Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",Day 1 Studios,Warner Bros. Interactive Entertainment,19.99,2011-06-21,6018
The Typing of The Dead: Overkill,Very Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",Modern Dream,SEGA,19.99,2013-10-29,2303
Mosa Lina,Overwhelmingly Positive,"['Adventure, Indie, Simulation']","['Single-player', 'Remote Play Together']",Stuffed Wombat,Stuffed Wombat,2.99,2023-10-17,827
FORWARD: Escape the Fold - Ultimate Edition,Very Positive,"['Casual, Indie, Strategy']",['Single-player'],Two Tiny Dice,Indie Asylum,9.99,2022-03-29,542
Tin Can,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements']",Tin Can Studio,Tin Can Studio,19.99,2022-05-12,705
Infinifactory,Overwhelmingly Positive,"['Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Zachtronics,Zachtronics,12.49,2015-06-30,1685
Expedition Agartha,Mixed,"['Action, Adventure, Indie, RPG, Free to Play']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements']",Matrioshka Games,Wandering Wizard,0.0,2023-09-21,1513
Runes of Magic,Mixed,"['Action, Adventure, Massively Multiplayer, RPG, Free to Play']","['MMO', 'Online PvP', 'Online Co-op', 'In-App Purchases']",Runewaker Entertainment,Gameforge 4D GmbH‬,0.0,2009-03-19,1260
Clustertruck,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV']",Landfall,tinyBuild,7.99,2016-09-27,11791
Mist Legacy,Mostly Positive,"['Indie, Massively Multiplayer, RPG, Free to Play']","['MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",Virtys,Virtys,0.0,2022-09-13,1315
Railroads Online,Very Positive,"['Indie, Simulation, Early Access']","['Single-player', 'Online Co-op']",Stefan Kelnberger,astragon Entertainment,32.98,2021-10-01,4227
SPACEPLAN,Very Positive,"['Adventure, Casual, Indie']",['Single-player'],Jake Hollands,Devolver Digital,0.65,2017-05-04,2526
Quern - Undying Thoughts,Very Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",Zadbox Entertainment,Zadbox Entertainment,24.99,2016-11-28,3001
Conquest of Elysium 5,Very Positive,"['Indie, Strategy']","['Single-player', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Workshop', 'Remote Play Together']",Illwinter Game Design,Illwinter Game Design,29.99,2021-08-17,754
Noelle Does Her Best!,Very Positive,"['Indie, RPG']","['Single-player', 'Steam Cloud']",Aprico Koubou,Kagura Games,2.0,2022-08-13,321
Fallen girl - Black rose and the fire of desire,Mostly Positive,"['Adventure, Indie, RPG']",['Single-player'],BoRoBoRoGame,OTAKU Plan,2.45,2021-05-29,1166
Drox Operative 2,Very Positive,"['Action, Indie, RPG']","['Single-player', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']",Soldak Entertainment,Soldak Entertainment,5.24,2021-10-20,218
This Is the President,Mixed,"['Adventure, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",SuperPAC,THQ Nordic,2.63,2021-12-06,261
Order of Battle: World War II,Mostly Positive,"['Free to Play, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",The Artistocrats,Slitherine Ltd.,0.0,2015-04-30,2759
WRC 7 FIA World Rally Championship,Mostly Positive,['Racing'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']",KT Racing,Nacon,12.99,2017-09-15,5070
Crop Rotation,Very Positive,"['Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Sprouting Potato,Sprouting Potato,5.79,2023-09-15,299
SPRAWL,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",MAETH,"Rogue Games, Inc.",7.99,2023-08-23,716
M.A.S.S. Builder,Very Positive,"['Action, Indie, RPG, Strategy, Early Access']","['Single-player', 'Online Co-op', 'Steam Cloud']",Vermillion Digital,Sekai Project,12.49,2019-09-13,3320
Cyber Hunter,Mostly Positive,"['Action, Free to Play, Massively Multiplayer']","['Online PvP', 'Online Co-op', 'In-App Purchases']",NetEase Games,NetEase Games,0.0,2020-06-18,10826
TROUBLESHOOTER: Abandoned Children,Very Positive,"['Casual, Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Dandylion,Dandylion,12.49,2020-04-23,7868
Buggos,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",Intrepid Marmot,Intrepid Marmot,10.49,2022-03-17,604
Trackmania United Forever,Very Positive,['Racing'],"['Single-player', 'Includes level editor']",Nadeo,Ubisoft,23.99,2008-04-16,2045
Vampire: The Masquerade – Swansong,Mostly Positive,"['Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Big Bad Wolf,Nacon,24.99,2023-05-30,166
POLYGON,Mostly Positive,"['Action, Indie, Massively Multiplayer, Free to Play, Early Access']","['MMO', 'Online PvP', 'In-App Purchases']",Redaster Studio,Redaster Studio,0.0,2020-03-06,27065
Zoombinis,Very Positive,"['Adventure, Casual']","['Single-player', 'Steam Trading Cards']",TERC,Viva Media,9.99,2015-10-28,871
Anode Heart,Very Positive,"['Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Stove Powered Games,Stove Powered Games,9.29,2023-11-17,203
Islands of the Caliph,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Achievements']",Schmidt Workshops,Schmidt Workshops,5.79,2023-09-30,146
THE GAME OF LIFE,Mostly Positive,"['Adventure, Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together']",Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,6.49,2015-11-03,1849
Lingo,Very Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",Brenton Wildes,Brenton Wildes,9.99,2021-12-13,228
SCP: Secret Files,Very Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",GameZoo Studio,Pixmain,14.99,2022-09-13,3488
Fishing Sim World®: Pro Tour,Mostly Positive,"['Casual, Simulation, Sports']","['Single-player', 'Online PvP', 'Steam Achievements']",Dovetail Games,Dovetail Games,3.12,2018-09-18,776
Adventure Escape Mysteries,Very Positive,"['Adventure, Casual, Indie, Free to Play']","['Single-player', 'Steam Achievements', 'In-App Purchases']",Haiku Games Co,Haiku Games Co,0.0,2020-05-05,597
Megaton Rainfall,Mostly Positive,"['Action, Indie']","['Single-player', 'Tracked Controller Support', 'VR Supported', 'Remote Play on TV']","Pentadimensional Games, SL","Pentadimensional Games, SL",8.49,2017-11-17,1673
Peppa Pig: World Adventures,Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements']",Petoons Studio,Outright Games Ltd.,23.99,2023-03-17,30
Garten of Banban 4,Mostly Positive,"['Action, Adventure, Casual, Indie']",['Single-player'],Euphoric Brothers,Euphoric Brothers,9.99,2023-08-11,1239
Far Cry®,Very Positive,['Action'],['Single-player'],Crytek Studios,Ubisoft,7.99,2004-03-23,7924
EXAPUNKS,Overwhelmingly Positive,"['Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Zachtronics,Zachtronics,10.49,2018-10-22,1167
Team Fortress Classic,Very Positive,['Action'],"['Online PvP', 'Shared/Split Screen PvP', 'Valve Anti-Cheat enabled', 'Remote Play Together']",Valve,Valve,2.99,1999-04-01,5884
Return to Shironagasu Island,Overwhelmingly Positive,['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",HYOGO ONIMUSHI,TABINOMICHI,2.99,2020-03-03,2738
Dungeon Defenders: Awakened,Mixed,"['Action, Adventure, Indie, RPG, Strategy']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together']",Chromatic Games,Chromatic Games,29.99,2020-05-28,3070
Builder Simulator,Mostly Positive,"['Adventure, Casual, Indie, Simulation']","['Single-player', 'Steam Achievements']",Live Motion Games,Live Motion Games,19.99,2022-06-09,1130
River City Girls 2,Very Positive,"['Action, Adventure, RPG']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']",WayForward,WayForward,18.99,2022-12-15,1089
Geneforge 1,Very Positive,"['Strategy, RPG, Indie']",['Single-player'],Spiderweb Software,Spiderweb Software,10.49,2001-12-01,305
Vectorio,Very Positive,"['Action, Adventure, Indie, Strategy, Early Access']",['Single-player'],Ben Nichols,Ben Nichols,9.99,2023-08-18,206
TASOMACHI: Behind the Twilight,Mostly Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Orbital Express,PLAYISM,4.19,2021-04-14,413
Haydee,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",Haydee Interactive,Haydee Interactive,7.99,2016-09-26,5797
Internet Cafe Simulator,Mostly Positive,"['Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements']",Cheesecake Dev,Cheesecake Dev,5.79,2019-10-25,7834
Drago Noka,Very Positive,"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']",GeSEI unkan (ゲ製うんかん),PLAYISM,7.34,2023-01-12,98
Fortune's Run,Very Positive,"['Action, Indie, Early Access']","['Single-player', 'Steam Cloud']",Team Fortune,Team Fortune,10.49,2023-09-28,306
Dust Fleet,Mostly Positive,"['Indie, Strategy']","['Single-player', 'Steam Cloud', 'Includes level editor']",Orbiting Disco,Freedom Games,10.49,2023-08-23,70
Half-Life: Blue Shift,Very Positive,['Action'],"['Single-player', 'Remote Play Together']",Gearbox Software,Valve,2.99,2001-06-01,13260
Rescue HQ - The Tycoon,Mostly Positive,"['Casual, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",stillalive studios,Aerosoft GmbH,10.49,2019-05-28,623
Myst IV: Revelation,Mostly Positive,"['Adventure, Casual']",['Single-player'],Ubisoft Montreal,Cyan Worlds Inc,7.99,2004-09-10,185
Misty's Shining Blacksmithing,Mixed,"['Adventure, RPG']","['Single-player', 'Steam Cloud']",Project FW,OTAKU Plan,1.96,2023-11-14,29
Secret Agent,Mixed,"['Adventure, Casual']",['Single-player'],ensemble,NekoNyan Ltd.,19.99,2023-09-29,19
Master of Orion,Mostly Positive,['Strategy'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",NGD Studios,Wargaming Labs,24.99,2016-02-26,6673
Railway Empire,Very Positive,"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV']",Gaming Minds Studios,Kalypso Media,29.99,2018-01-26,6729
Long Live The Queen,Overwhelmingly Positive,"['Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Hanako Games,Hanako Games,2.02,2013-11-08,5615
War Mongrels,Mostly Positive,"['Action, Adventure, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Destructive Creations,Destructive Creations,17.28,2021-10-19,1227
Motorsport Manager,Very Positive,"['Racing, Simulation, Sports, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Playsport Games,SEGA,10.49,2016-11-09,10366
Fraymakers,Mostly Positive,"['Action, Adventure, Indie, Early Access']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Workshop', 'Steam Cloud', 'Remote Play Together']",Team Fray,Team Fray,10.49,2023-01-19,902
Might & Magic: Heroes VI,Mixed,"['RPG, Strategy']",[''],Blackhole,Ubisoft,23.99,2011-10-13,7656
Watch_Dogs™,Mostly Positive,"['Action, Adventure']","['Single-player', 'Steam Trading Cards']",Ubisoft,Ubisoft,23.99,2014-05-26,35925
Chinese Parents,Very Positive,"['Casual, Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet']",墨鱼玩游戏,墨鱼玩游戏,9.99,2018-09-29,19549
Bloons Adventure Time TD,Very Positive,"['Action, Strategy']","['Single-player', 'Steam Achievements', 'In-App Purchases']",Ninja Kiwi,Ninja Kiwi,0.0,2019-01-16,3642
Project: Gorgon,Very Positive,"['Indie, Massively Multiplayer, RPG, Early Access']","['MMO', 'Cross-Platform Multiplayer']","Elder Game, LLC","Elder Game, LLC",39.99,2018-03-13,1950
Ion Fury,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Voidpoint, LLC",3D Realms,12.49,2019-08-15,5050
Disgaea 2 PC,Very Positive,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","Nippon Ichi Software, Inc.","NIS America, Inc.",9.99,2017-01-30,1297
Warpips,Very Positive,"['Action, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Skirmish Mode Games,Daedalic Entertainment,9.99,2022-04-21,3381
Blaster Master Zero 3,Very Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",7.49,2021-07-29,344
Kingdom Under Fire: The Crusaders,Very Positive,"['Action, RPG, Strategy']",['Single-player'],Blueside,Blueside,19.99,2020-02-28,904
Smilemo,Very Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements']",REXECHO,"CFK Co., Ltd.",9.99,2022-05-19,601
Torchlight II,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Runic Games,Gearbox Publishing,19.99,2012-09-20,31077
Exit the Gungeon,Mostly Positive,"['Action, Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Dodge Roll,Devolver Digital,5.79,2020-03-17,2862
